"TLD","TLDLength","NoOfSubDomain","NoOfAmpersandInURL","LineOfCode","HasTitle","HasFavicon","Robots","NoOfSelfRedirect","NoOfPopup","NoOfiFrame","HasExternalFormSubmit","HasPasswordField","Bank","Pay","Crypto","NoOfImage","NoOfCSS","NoOfJS","label"
143,2,1,0,360,1,1,1,0,0,0,1,0,0,1,0,6,1,2,1
258,3,1,0,5024,1,0,0,0,0,2,0,0,0,0,0,129,37,14,1
258,3,1,0,1446,1,1,0,0,0,0,0,0,0,1,0,11,2,12,1
96,3,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
152,2,0,0,271,1,1,0,0,0,0,0,1,0,0,0,0,4,9,0
96,3,1,0,506,1,1,0,0,0,8,0,0,0,0,0,18,3,6,1
337,2,2,0,1152,1,1,1,0,1,0,1,0,1,1,0,63,9,19,1
96,3,1,0,5981,1,0,1,0,0,5,0,0,0,0,0,344,19,22,1
96,3,1,0,273,1,1,0,0,0,0,0,0,1,1,0,19,3,9,0
175,2,1,0,9779,1,0,1,0,1,4,0,0,1,0,1,109,7,16,1
96,3,1,0,2630,1,1,0,0,0,4,0,0,0,0,0,2,10,19,1
345,2,2,0,1683,1,1,0,0,0,3,0,0,1,0,1,22,2,6,1
96,3,1,0,1928,1,0,0,0,4,2,0,0,0,0,0,28,5,14,1
96,3,1,0,821,1,0,0,0,0,10,0,0,0,1,0,6,3,10,1
96,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,3,1,0,630,1,0,1,0,0,0,0,0,0,0,0,21,5,9,1
110,2,1,0,1905,1,1,1,0,0,0,0,1,0,0,0,32,13,22,1
242,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
96,3,1,0,2734,1,1,1,1,0,0,0,0,0,0,0,19,17,6,1
91,4,2,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,3,3,0,474,1,0,0,0,0,0,0,0,0,0,0,10,2,1,0
96,3,1,0,573,1,1,1,0,0,4,0,0,0,0,0,29,5,18,1
96,3,1,0,1328,1,0,1,0,0,1,0,0,0,0,0,31,35,37,1
258,3,1,0,2506,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1
96,3,1,0,719,1,1,1,0,1,0,0,0,0,0,0,13,12,5,1
96,3,1,0,3098,1,1,1,0,0,23,1,0,0,1,0,41,2,21,1
96,3,2,0,2138,1,0,0,1,0,4,0,1,1,1,0,51,20,9,1
96,3,1,0,1500,1,1,1,0,0,6,0,0,0,0,0,31,10,20,1
96,3,1,0,1298,1,1,0,0,0,0,0,0,0,1,0,32,2,12,1
96,3,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
96,3,1,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,2,3,0,1840,1,1,1,0,0,2,0,0,0,0,0,34,3,15,1
96,3,1,0,10,1,1,0,1,0,2,0,0,0,0,0,1,1,2,0
96,3,1,0,579,1,1,1,0,0,3,0,0,0,1,0,32,5,13,1
258,3,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
122,2,2,0,1725,1,1,0,0,1,0,0,0,0,1,0,26,3,29,1
96,3,1,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,197,1,0,0,0,0,0,0,0,0,0,0,5,1,1,1
96,3,1,0,3102,1,0,0,0,0,19,0,1,1,1,0,179,5,28,1
290,2,1,0,2026,1,1,0,0,0,0,0,0,0,0,0,23,11,17,1
96,3,1,0,478,1,0,0,0,0,1,0,0,0,0,0,11,2,6,1
161,2,3,0,2146,1,0,1,0,0,0,0,0,0,0,0,66,7,20,1
258,3,1,0,5525,1,1,0,0,0,1,0,0,0,0,1,44,8,25,1
96,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,3,1,0,823,1,0,1,0,0,0,0,0,0,0,0,12,36,40,1
302,4,1,0,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,2,1,0,1016,1,1,0,1,0,0,0,0,0,0,0,42,3,3,1
221,2,1,0,82,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
96,3,1,0,1360,1,1,0,0,0,0,0,0,1,1,0,29,2,2,1
96,3,1,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,536,1,1,1,0,0,1,0,0,0,0,0,37,4,6,1
96,3,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
258,3,1,0,1316,1,1,1,0,0,7,0,0,1,1,0,43,16,17,1
96,3,1,0,2106,1,1,0,0,0,1,0,0,0,1,0,43,8,16,1
96,3,1,0,892,1,1,1,0,0,2,0,0,0,0,0,9,1,4,1
45,3,1,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
112,2,1,0,2347,1,1,1,0,0,0,0,0,1,0,0,40,20,33,1
345,2,2,0,1302,1,1,0,0,0,0,0,0,0,0,0,34,20,14,1
123,3,1,0,12062,1,0,0,0,12,0,0,0,0,1,0,32,0,18,1
75,2,1,0,603,1,1,1,0,0,2,0,0,0,0,0,35,17,36,1
96,3,2,0,41,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
96,3,1,0,2014,1,0,0,0,0,19,0,1,1,1,0,37,4,19,1
258,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,3,1,0,1126,1,0,0,0,0,2,0,0,0,0,0,10,4,8,1
170,2,2,0,1697,1,0,0,0,0,0,0,0,0,0,0,53,4,15,1
96,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,3,1,0,38,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0
96,3,1,0,960,1,1,0,0,0,2,0,0,0,1,0,73,23,35,1
123,3,1,0,1167,1,1,0,0,0,0,0,0,1,0,0,54,6,15,1
183,2,1,0,9958,1,1,1,0,0,3,1,1,0,0,0,40,18,20,1
96,3,1,0,686,1,1,0,0,0,0,0,0,0,1,0,16,2,12,1
96,3,1,0,1547,1,0,0,0,0,0,0,0,0,0,0,14,3,2,1
94,2,2,0,198,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,2,0,90,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0
242,3,1,0,212,1,0,0,0,0,1,0,0,0,0,0,23,2,9,1
43,2,1,0,32,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0
96,3,2,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,1135,1,1,0,0,0,8,0,0,1,1,0,18,2,12,1
96,3,3,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,2,2,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,107,1,0,0,0,0,1,0,0,0,1,0,1,1,4,0
96,3,1,0,842,1,1,1,0,0,1,0,0,0,0,0,19,17,12,1
96,3,1,0,559,1,1,0,0,0,0,0,0,0,0,0,17,5,9,1
96,3,1,0,1972,1,0,1,0,0,1,0,0,1,0,0,44,8,23,1
96,3,0,0,187,1,0,1,0,0,2,0,1,0,0,0,2,0,7,0
180,2,1,0,141,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0
96,3,1,0,522,1,1,0,1,0,1,0,0,0,1,0,5,1,12,1
96,3,1,0,1844,1,1,0,0,0,4,0,1,0,1,0,24,8,15,1
136,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,2439,1,0,1,1,0,1,0,0,0,1,0,46,11,7,1
259,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,2,1,0,1919,1,0,1,0,0,2,1,1,0,1,0,29,2,58,1
96,3,1,0,10,1,1,0,1,0,2,0,0,0,0,0,1,1,2,0
258,3,1,0,2064,1,1,0,0,0,0,0,0,0,1,0,18,2,12,1
88,2,3,0,474,1,0,0,0,0,0,0,0,0,0,0,42,6,8,1
96,3,1,0,1251,1,1,0,0,1,18,0,0,0,1,0,21,8,19,1
123,3,1,0,724,1,0,0,0,0,2,0,0,0,0,0,19,7,13,1
96,3,1,0,702,1,1,1,0,0,0,0,0,1,0,0,36,1,5,1
96,3,1,0,1425,1,1,0,0,0,0,0,1,0,1,0,4,6,43,1
96,3,1,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,3,2,0,290,1,1,0,0,0,0,0,0,0,1,0,0,3,5,0
96,3,1,0,165,1,0,0,0,0,0,0,0,0,0,0,8,7,15,1
45,3,1,0,343,1,1,1,0,0,0,0,0,0,0,0,9,3,8,1
290,2,3,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,2366,1,1,1,0,0,4,0,0,0,1,0,10,3,21,1
96,3,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,2,1,0,359,1,1,0,0,0,1,0,0,0,0,0,8,3,3,1
205,4,2,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,27262,1,1,0,0,0,4,0,1,1,1,0,11,106,11,1
96,3,1,0,5819,1,1,1,1,0,20,0,1,1,1,0,1086,10,26,1
96,3,1,0,108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,2,2,0,9405,1,1,0,0,0,0,0,0,0,1,0,14,3,33,1
96,3,1,0,2890,1,0,0,0,1,0,0,0,0,1,0,27,4,15,1
94,2,1,0,42,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
258,3,1,0,922,1,0,1,0,0,1,0,0,0,1,0,18,9,11,1
45,3,1,0,178,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,2805,1,1,1,0,2,2,0,0,1,0,0,149,65,15,1
352,2,2,0,183,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0
88,2,1,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,2,1,0,110,1,0,0,0,0,0,1,1,0,0,0,3,2,1,0
96,3,1,0,985,1,0,0,0,0,0,0,0,0,0,0,23,28,34,1
223,3,2,0,2373,1,1,1,0,0,17,0,0,0,1,0,42,7,7,1
248,2,1,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,1914,1,1,1,0,0,19,0,1,1,1,0,246,2,16,1
96,3,1,0,1135,1,1,1,0,0,5,0,0,0,0,0,26,49,28,1
150,3,2,0,3100,1,0,0,0,1,1,0,0,0,0,0,11,10,21,1
136,2,1,0,1498,1,0,1,0,0,2,0,0,0,1,0,27,19,23,1
96,3,1,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,229,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0
242,3,1,0,341,1,0,0,0,0,1,0,0,0,1,0,21,1,5,1
242,3,1,0,114,1,0,0,0,0,0,0,0,0,0,0,7,1,1,0
56,2,1,0,3180,1,1,1,0,0,0,0,0,0,1,0,21,2,17,1
96,3,1,0,999,1,0,0,0,0,20,0,1,1,1,0,37,5,26,1
96,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
258,3,2,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,4832,1,1,0,0,0,2,0,0,0,0,0,67,3,4,1
170,2,2,0,1137,1,0,1,1,0,1,0,0,1,0,0,22,23,32,1
96,3,1,0,108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,212,1,0,0,0,0,0,0,0,0,0,0,35,1,3,1
96,3,1,0,443,1,0,0,0,0,0,0,0,0,0,0,22,5,7,1
75,2,1,0,1067,1,0,0,0,0,1,0,0,0,1,0,8,4,5,1
245,2,1,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,1190,1,1,0,0,0,0,0,0,0,0,0,21,4,9,1
71,2,2,0,2722,1,1,0,0,0,7,0,0,0,0,0,98,5,6,1
258,3,1,0,451,1,0,0,0,0,1,0,1,0,0,0,11,3,21,1
314,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,3059,1,0,1,0,0,1,0,0,0,0,0,17,8,29,1
183,2,1,0,580,1,0,1,0,0,5,0,0,0,0,0,21,8,11,1
96,3,0,0,527,1,0,0,0,0,2,0,1,0,1,0,1,1,6,0
96,3,1,0,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,235,1,1,0,0,0,0,0,0,0,0,0,0,1,4,1
96,3,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
94,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,2,1,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,2138,1,0,0,0,0,0,1,0,0,1,0,38,2,11,1
45,3,1,0,16,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
187,2,2,0,549,1,1,1,0,0,2,0,0,0,0,0,23,4,4,1
176,4,1,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,3,1,0,1945,1,0,0,1,0,1,0,0,0,0,0,39,8,14,1
175,2,1,0,4720,1,0,0,0,0,2,0,0,0,0,0,235,8,19,1
96,3,1,0,3779,1,1,0,0,0,32,0,0,0,1,0,20,3,10,1
96,3,1,0,1570,1,0,1,1,0,1,0,0,0,1,0,98,2,10,1
96,3,1,0,39,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
258,3,1,0,1171,1,1,0,0,0,4,0,0,0,1,0,18,2,21,1
96,3,1,0,6476,1,1,0,0,0,19,0,1,1,1,0,51,14,32,1
258,3,1,0,937,1,1,1,0,0,3,0,0,0,1,0,14,3,14,1
75,2,1,0,532,1,0,0,0,0,1,0,0,0,1,0,8,3,6,1
242,3,1,0,3109,1,1,1,0,0,2,0,0,1,1,1,105,7,22,1
96,3,1,0,623,1,1,0,0,0,0,0,0,0,0,0,10,6,7,1
96,3,1,0,2004,1,1,0,0,0,19,0,1,1,1,0,46,2,17,1
248,2,1,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,1615,1,1,1,0,2,0,0,1,0,0,0,49,42,34,1
71,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,2457,1,0,0,0,0,1,0,0,1,0,0,45,8,13,1
205,4,0,0,90,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0
96,3,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,2,1,0,243,1,1,0,0,0,0,0,0,0,0,0,3,6,12,1
96,3,1,0,3057,1,0,1,0,0,2,0,0,0,0,0,36,27,39,1
136,2,1,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,2,2,0,600,1,1,1,0,0,0,0,0,0,0,0,19,4,3,1
113,3,1,0,66,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0
96,3,2,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,2,2,0,346,1,0,0,0,0,0,0,0,0,0,0,13,4,12,1
96,3,4,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0
96,3,1,0,5041,1,1,1,0,0,0,0,0,0,0,0,76,47,34,1
258,3,1,0,1544,1,0,1,0,0,0,0,0,0,1,0,14,19,35,1
139,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,88,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
301,2,1,0,552,1,1,0,0,0,1,0,0,0,0,0,18,28,29,1
258,3,1,0,667,1,0,1,0,0,0,0,0,0,0,0,11,13,24,1
94,2,2,0,198,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,0,0,86,1,1,0,0,0,0,0,0,1,0,0,0,4,63,0
75,2,1,0,10659,1,1,1,0,0,1,0,0,0,1,0,470,15,34,1
96,3,1,0,79,1,0,0,0,0,0,0,1,0,0,1,0,2,3,0
96,3,1,0,88,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
96,3,1,0,2415,1,0,1,0,0,3,0,0,0,0,0,68,2,16,1
96,3,1,0,1063,1,1,0,0,0,19,0,1,1,1,0,12,2,20,1
96,3,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,3,2,0,381,1,1,0,0,0,0,0,0,0,0,1,8,2,4,1
112,2,0,0,13,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
112,2,1,0,1802,1,1,1,0,0,0,0,0,0,0,0,35,1,13,1
96,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,1451,1,0,0,0,0,0,0,0,0,0,0,43,3,9,1
345,2,2,0,415,1,0,1,0,0,1,0,0,0,0,0,17,6,16,1
46,2,1,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
112,2,1,0,2567,1,1,0,0,0,3,0,1,1,0,0,37,13,15,1
266,2,1,0,2231,1,0,1,0,0,1,0,0,0,1,0,128,8,11,1
96,3,1,0,988,1,1,0,0,0,0,0,0,0,0,1,141,3,11,1
112,2,1,0,2098,1,1,1,0,0,0,0,0,0,1,0,80,4,28,1
62,2,2,0,821,1,0,1,0,0,0,0,0,0,1,0,15,19,35,1
242,3,1,0,468,1,0,0,0,0,0,0,0,0,0,0,7,13,22,1
96,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,2,1,0,470,1,0,0,0,0,5,0,0,0,0,0,34,6,11,1
96,3,1,0,2545,1,1,1,0,0,2,0,0,0,0,0,41,7,35,1
96,3,4,0,30,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
258,3,1,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,3,1,0,680,1,1,0,0,0,1,0,0,0,0,0,31,6,7,1
96,3,3,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,4,2,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,3,1,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,2,2,0,13114,1,1,1,0,0,3,0,0,0,1,0,95,12,43,1
139,2,1,0,20,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
96,3,0,0,230,1,1,0,0,0,0,0,0,0,0,0,4,2,2,0
353,2,1,0,152,1,0,0,0,0,0,0,1,0,1,0,3,4,0,0
264,2,1,0,146,1,0,1,0,0,0,0,0,0,0,0,3,12,16,0
123,3,2,0,1433,1,0,0,0,1,0,0,0,0,1,0,47,21,33,1
96,3,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,3,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,411,1,0,0,0,0,0,0,0,1,1,0,10,1,7,1
96,3,1,0,2848,1,1,0,0,0,2,0,0,0,0,0,39,12,6,1
243,7,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,3,1,0,460,1,0,1,0,1,4,0,0,0,0,0,41,22,25,1
180,2,1,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0
96,3,1,0,194,1,1,0,0,0,1,0,0,0,0,0,44,1,3,1
258,3,1,0,861,1,1,0,0,0,0,0,0,0,0,0,13,18,8,1
290,2,1,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,2255,1,0,1,0,0,0,1,1,0,1,0,67,22,33,1
242,3,1,0,659,1,0,1,0,2,0,0,0,0,1,0,18,14,14,1
345,2,2,0,2037,1,0,1,0,0,0,0,0,0,1,0,17,30,46,1
258,3,1,0,824,1,1,0,0,0,180,0,0,0,0,0,20,9,11,1
50,2,2,0,906,1,1,0,0,0,4,0,0,0,1,0,28,1,8,1
205,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,3,1,0,803,1,0,0,0,0,0,0,0,0,0,0,7,24,32,1
258,3,1,0,832,1,1,1,0,0,0,0,0,1,0,0,21,7,17,1
258,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,3,1,0,1362,1,1,0,0,1,4,0,0,0,0,0,14,32,40,1
258,3,1,0,777,1,1,1,0,0,5,0,0,0,0,0,72,4,7,1
187,2,2,0,560,1,1,0,0,0,2,0,0,0,0,0,24,3,9,1
96,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,2,1,0,189,1,1,0,0,0,0,0,0,0,1,0,1,1,2,1
94,2,1,0,198,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,3,1,0,373,1,1,0,0,0,0,0,0,0,0,0,9,1,2,1
258,3,1,0,891,1,0,0,0,0,0,0,0,0,0,0,25,4,10,1
96,3,1,0,884,1,1,1,1,0,0,0,0,0,0,0,26,12,22,1
96,3,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,2,1,0,468,1,1,0,0,0,3,0,0,0,0,0,21,24,24,1
335,3,3,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,3,1,0,1101,1,1,0,0,0,2,0,1,0,0,0,24,12,14,1
93,2,4,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,2,2,0,198,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,3,1,0,961,1,1,1,0,1,0,0,0,0,0,0,22,41,43,1
204,7,1,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,3,1,0,469,1,1,0,0,0,0,0,0,0,0,0,24,2,2,1
264,2,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,2,1,0,935,1,0,1,0,0,0,0,0,0,1,0,22,25,33,1
71,2,2,0,2596,1,1,1,0,0,1,0,0,0,1,0,48,4,11,1
96,3,1,0,876,1,1,1,0,0,0,0,0,0,0,0,22,9,22,1
261,4,1,0,385,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0
96,3,1,0,271,1,1,0,0,0,0,0,0,1,1,0,19,3,9,0
96,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,2,2,0,4795,1,1,0,0,14,53,0,0,1,1,0,115,10,48,1
96,3,1,0,4671,1,0,0,0,0,2,0,0,1,1,0,76,4,6,1
266,2,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
150,3,1,0,4126,1,1,0,0,0,8,0,0,0,1,0,2,41,21,1
176,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,3,5,12,475,1,0,0,0,0,0,0,0,0,0,0,10,2,1,0
45,3,1,0,108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,1665,1,0,1,0,0,0,0,0,1,1,1,2,6,9,1
80,2,0,0,13,1,1,1,0,0,1,0,0,1,1,0,0,1,2,0
96,3,0,0,218,1,1,0,0,0,0,0,1,1,1,0,0,3,6,0
248,2,1,0,1179,1,1,0,0,0,0,0,0,1,0,0,13,1,4,1
96,3,1,0,335,1,0,0,0,0,2,0,0,1,0,1,7,3,14,0
96,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,2805,1,0,1,0,1,2,0,0,1,1,0,79,27,44,1
96,3,1,0,693,1,1,1,0,0,3,0,0,0,1,0,22,7,12,1
96,3,0,0,49,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0
96,3,1,0,517,1,1,1,0,0,5,0,0,0,0,0,26,1,8,1
345,2,2,0,411,1,0,0,0,0,0,0,0,0,1,0,7,7,10,1
180,2,1,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,3,1,0,562,1,1,0,0,1,0,0,0,0,0,0,20,5,9,1
96,3,1,0,920,1,1,0,0,0,2,0,0,0,0,0,22,2,14,1
96,3,1,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,3,1,0,119,1,0,0,0,2,0,0,0,0,0,0,2,2,0,0
96,3,1,0,8,1,1,0,1,0,2,0,0,0,0,0,1,1,2,0
96,3,1,0,33,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
96,3,1,0,1973,1,0,1,0,0,0,0,1,0,1,1,20,12,12,1
96,3,1,0,4624,1,0,0,0,0,4,0,0,0,0,0,377,2,15,1
302,4,1,0,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,225,1,0,0,0,0,0,0,0,0,0,0,14,4,7,1
96,3,1,0,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,222,1,1,1,0,0,0,0,0,0,0,0,1,2,8,1
45,3,1,0,14,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,1102,1,1,0,0,0,5,0,0,1,0,0,43,4,7,1
96,3,1,0,149,1,0,0,0,0,0,0,0,0,1,0,4,6,9,1
96,3,1,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0
180,2,1,0,141,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0
96,3,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,3,1,0,284,1,1,0,0,1,2,0,0,0,1,0,27,6,8,1
96,3,1,0,4847,1,1,0,0,1,4,0,1,0,0,0,8,49,13,1
172,2,2,0,2830,1,1,0,0,0,1,0,0,0,0,0,37,1,9,1
75,2,1,0,637,1,1,0,0,0,0,0,0,0,1,0,17,0,1,1
159,2,1,0,123,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0
96,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,3,1,0,376,1,1,0,0,0,1,0,0,0,0,0,13,2,64,1
96,3,1,0,6143,1,1,0,0,0,0,0,0,1,1,0,52,13,18,1
96,3,1,0,4351,1,1,1,0,0,3,0,0,0,1,0,128,7,17,1
96,3,0,0,191,1,1,1,0,0,0,0,0,0,1,0,0,4,5,0
96,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,4,1,0,546,1,1,1,0,1,0,0,0,0,0,0,33,10,15,1
364,3,1,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3,1,0,774,1,1,0,0,0,0,0,0,0,1,0,13,4,14,1
50,2,1,0,194,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
171,2,1,0,4771,1,0,0,0,0,0,0,1,0,1,0,18,3,8,1
96,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,2,1,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,3,1,0,765,1,0,0,0,0,0,0,0,0,1,0,4,3,9,1
258,3,1,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,3,1,0,108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,2,1,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,2,2,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
