"FILENAME","URL","URLLength","Domain","DomainLength","IsDomainIP","TLD","URLSimilarityIndex","TLDLength","NoOfSubDomain","HasObfuscation","NoOfObfuscatedChar","ObfuscationRatio","NoOfLettersInURL","LetterRatioInURL","NoOfDegitsInURL","DegitRatioInURL","NoOfEqualsInURL","NoOfQMarkInURL","NoOfAmpersandInURL","NoOfOtherSpecialCharsInURL","SpacialCharRatioInURL","IsHTTPS","LineOfCode","HasTitle","Title","DomainTitleMatchScore","HasFavicon","Robots","IsResponsive","NoOfURLRedirect","NoOfSelfRedirect","HasDescription","NoOfPopup","NoOfiFrame","HasExternalFormSubmit","HasSocialNet","HasSubmitButton","HasHiddenFields","HasPasswordField","Bank","Pay","Crypto","HasCopyrightInfo","NoOfImage","NoOfCSS","NoOfJS","NoOfSelfRef","NoOfEmptyRef","NoOfExternalRef","label"
915,13352,21,9776,14,0,258,100,3,1,0,0,0,8,0.381,0,0,0,0,0,1,0.048,1,414,1,5611,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21,4,14,2,2,40,1
12058,9334,34,4586,13,0,187,34.23476386,2,0,0,0,0,21,0.618,0,0,0,0,0,5,0.147,1,203,1,17229,0,0,1,0,1,0,0,0,2,0,0,0,1,1,0,0,0,0,3,0,2,0,0,2,0
8258,19085,28,17037,21,0,345,100,2,2,0,0,0,14,0.5,0,0,0,0,0,2,0.071,1,570,1,13999,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,27,12,17,74,1,74,1
5740,12830,28,9111,21,0,150,100,3,1,0,0,0,14,0.5,0,0,0,0,0,2,0.071,1,3457,1,4765,100,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,9,20,98,0,19,1
2868,19605,24,17674,17,0,96,100,3,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,1868,1,14713,100,0,0,1,0,0,1,0,2,0,1,1,1,0,0,0,0,1,30,15,20,33,2,57,1
18586,15400,22,12436,15,0,96,100,3,1,0,0,0,9,0.409,0,0,0,0,0,1,0.045,1,17241,1,8569,100,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,26,5,14,1985,231,94,1
23053,7175,47,2366,9,0,96,26.0486522,3,0,0,0,0,33,0.702,0,0,0,0,0,6,0.128,1,201,1,7640,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3,2,6,0,5,0,0
17510,21435,18,20005,11,0,276,100,2,1,0,0,0,5,0.278,0,0,0,0,0,1,0.056,1,1610,1,17391,100,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,198,4,43,135,0,68,1
12242,9131,40,4401,16,0,96,51.51515152,3,1,0,0,0,27,0.675,0,0,0,0,0,5,0.125,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6219,11076,24,6959,17,0,96,100,3,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,1305,1,2518,100,0,1,1,0,0,1,0,2,0,1,1,0,1,0,1,0,1,10,6,8,42,1,37,1
4235,22069,25,20743,18,0,96,100,3,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,382,1,18165,100,0,0,1,0,0,1,0,3,0,1,1,0,0,0,0,0,0,15,2,1,72,0,84,1
1357,22038,18,20707,11,0,96,100,3,1,0,0,0,5,0.278,0,0,0,0,0,1,0.056,1,795,1,18132,100,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,19,4,7,81,22,112,1
7274,18347,29,16120,22,0,96,100,3,1,0,0,0,16,0.552,0,0,0,0,0,1,0.034,1,266,1,12921,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,7,21,22,0,40,1
319,15989,35,13180,28,0,96,100,3,1,0,0,0,22,0.629,0,0,0,0,0,1,0.029,1,1407,1,9470,100,1,0,1,0,0,1,0,3,0,1,0,0,0,0,0,0,1,8,15,23,68,0,55,1
14435,5077,56,60,47,0,94,30.62557268,2,2,0,0,0,23,0.411,17,0.304,0,0,0,8,0.143,1,198,1,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
5135,23181,24,22146,17,0,242,100,3,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,734,1,19748,100,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,9,14,21,43,3,52,1
16481,8266,31,3417,22,0,96,75.92526051,3,1,0,0,0,19,0.613,0,0,0,0,0,4,0.129,1,30,1,12459,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,4,0
21823,4174,41,18604,35,0,96,54.72164412,3,3,0,0,0,23,0.561,1,0.024,0,0,0,6,0.146,0,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3210,20563,19,18923,12,0,180,100,2,1,0,0,0,6,0.316,0,0,0,0,0,1,0.053,1,2782,1,16115,100,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,63,14,23,141,0,159,1
18671,22140,30,20832,23,0,96,100,3,1,0,0,0,17,0.567,0,0,0,0,0,1,0.033,1,792,1,18259,100,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,14,13,11,48,0,57,1
1659,14474,20,11268,13,0,96,100,3,1,0,0,0,7,0.35,0,0,0,0,0,1,0.05,1,2082,1,7292,100,0,0,1,1,0,1,2,7,0,1,0,1,0,0,1,0,1,26,8,17,71,0,401,1
15736,8675,58,3911,17,0,96,34.88,3,1,0,0,0,39,0.672,3,0.052,1,1,0,6,0.138,1,2,1,14708,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0
9667,22383,20,21136,13,0,270,100,2,2,0,0,0,6,0.3,0,0,0,0,0,2,0.1,1,10656,1,18617,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,87,11,74,86,2,266,1
2325,11441,20,7401,13,0,41,100,2,1,0,0,0,7,0.35,0,0,0,0,0,1,0.05,1,1365,1,3025,83.33333333,1,0,1,0,0,1,0,5,0,1,0,0,0,0,0,0,1,41,9,12,12,9,36,1
7305,17886,27,15540,20,0,183,100,2,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,1719,1,12258,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,83,22,45,66,0,100,1
9884,15636,26,12718,19,0,96,100,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,2259,1,8863,100,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,23,2,13,34,1,50,1
14189,14765,33,11648,26,0,345,100,2,2,0,0,0,19,0.576,0,0,0,0,0,2,0.061,1,259,1,7713,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,13,3,2,27,0,6,1
23013,187,68,569,36,0,242,21.46058552,3,4,0,0,0,46,0.676,4,0.059,1,1,0,9,0.162,0,66,1,1421,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,2,0,0,0,0,1,0
8305,15365,27,12388,20,0,96,100,3,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,3373,1,8505,100,1,0,1,0,0,1,0,2,0,1,1,1,0,0,1,0,1,19,7,22,83,0,48,1
14222,6920,42,2158,33,0,45,34.32722951,3,1,0,0,0,24,0.571,4,0.095,0,0,0,6,0.143,1,108,1,6681,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
5946,13552,18,10056,11,0,123,100,3,1,0,0,0,5,0.278,0,0,0,0,0,1,0.056,1,849,1,5914,100,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,25,5,12,121,4,132,1
22307,1324,22,5344,16,0,147,61.64529915,6,1,0,0,0,8,0.364,2,0.091,0,0,0,1,0.045,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2644,14275,24,10990,17,0,48,100,4,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,703,1,7024,100,1,1,1,0,0,1,0,2,0,1,1,0,0,0,1,0,1,15,6,11,5,2,8,1
14727,4125,50,18522,31,0,335,36.9165023,3,4,0,0,0,32,0.64,0,0,0,0,0,7,0.14,0,12,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10338,14996,21,11940,14,0,75,100,2,1,0,0,0,8,0.381,0,0,0,0,0,1,0.048,1,296,1,7999,100,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,3,3,0,0,20,1
1461,18148,34,15879,27,0,96,100,3,1,0,0,0,21,0.618,0,0,0,0,0,1,0.029,1,2438,1,12660,100,1,0,1,0,0,1,0,2,0,1,1,1,0,1,1,1,1,334,1,7,180,7,6,1
20410,3136,29,13566,22,0,96,66.73164392,3,1,0,0,0,17,0.586,0,0,0,0,0,1,0.034,0,11,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21103,3546,28,15647,22,0,96,62.05328135,3,2,0,0,0,15,0.536,0,0,0,0,0,2,0.071,0,16,1,12390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14393,5381,34,463,25,0,96,66.72,3,1,0,0,0,16,0.471,6,0.176,0,0,0,4,0.118,1,271,1,1263,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,19,3,9,1,0,4,0
7076,9797,27,5160,20,0,96,100,3,1,0,0,0,9,0.333,4,0.148,0,0,0,2,0.074,1,363,1,117,100,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,23,11,30,78,0,82,1
7955,20477,32,18811,25,0,96,100,3,1,0,0,0,19,0.594,0,0,0,0,0,1,0.031,1,1058,1,15965,100,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,25,7,15,28,2,15,1
6763,16864,23,14297,16,0,96,100,3,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,1550,1,10642,100,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,21,9,13,26,3,25,1
20649,4794,22,21877,16,0,96,84.61538462,3,1,0,0,0,10,0.455,0,0,0,0,0,1,0.045,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7383,20993,40,19477,33,0,96,100,3,1,0,0,0,27,0.675,0,0,0,0,0,1,0.025,1,261,1,16763,100,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,6,15,50,2,51,1
1379,18234,23,15978,16,0,96,100,3,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,1096,1,12764,100,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,102,5,15,12,0,81,1
23556,323,24,1333,8,0,88,43.02191465,2,0,0,0,0,14,0.583,0,0,0,0,0,3,0.125,0,11,1,3367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8320,17346,26,14881,19,0,341,100,2,2,0,0,0,10,0.385,2,0.077,0,0,0,2,0.077,1,1327,1,11501,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,26,15,21,69,2,20,1
16653,8567,55,3796,36,0,96,27.78406519,3,2,0,0,0,39,0.709,1,0.018,0,0,0,7,0.127,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
760,22622,26,21448,19,0,96,100,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,831,1,18971,100,1,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0,1,33,5,7,4,0,94,1
18057,19439,22,17455,15,0,269,100,2,2,0,0,0,8,0.364,0,0,0,0,0,2,0.091,1,1965,1,8660,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,90,13,11,0,33,9,1
7800,15871,27,13030,20,0,96,100,3,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,1978,1,9309,100,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,18,16,21,137,4,16,1
5699,12986,32,9311,25,0,96,100,3,1,0,0,0,19,0.594,0,0,0,0,0,1,0.031,1,1407,1,4961,100,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,19,11,15,281,0,285,1
9256,17837,24,15488,17,0,96,100,3,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,1579,1,12201,100,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,39,10,14,133,11,146,1
17364,414,28,1632,12,0,335,44.13522985,3,0,0,0,0,18,0.643,0,0,0,0,0,3,0.107,0,9,1,4640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7805,17197,30,14707,23,0,50,100,2,2,0,0,0,16,0.533,0,0,0,0,0,2,0.067,1,4044,1,11998,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,40,1,16,396,1,387,1
23135,329,48,1342,19,0,96,38.32621951,3,1,0,0,0,33,0.688,2,0.042,0,0,0,6,0.125,0,173,1,3379,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6,1,4,0,0,1,0
11998,8433,48,3615,40,0,94,40.2804878,2,1,0,0,0,36,0.75,0,0,0,0,0,4,0.083,1,198,1,13436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
22601,2832,28,12039,22,0,96,65.82196231,3,2,0,0,0,15,0.536,0,0,0,0,0,2,0.071,0,16,1,8098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5114,13080,34,9423,27,0,345,100,2,2,0,0,0,20,0.588,0,0,0,0,0,2,0.059,1,453,1,5191,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,2,7,1,0,2,1
21322,4194,25,18702,19,0,94,63.60294118,2,1,0,0,0,13,0.52,0,0,0,0,0,1,0.04,0,2,1,15840,100,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20177,4248,24,18934,17,0,96,84.78444632,3,1,0,0,0,12,0.5,0,0,0,0,0,1,0.042,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9079,12038,29,8131,22,0,96,100,3,1,0,0,0,16,0.552,0,0,0,0,0,1,0.034,1,1400,1,3852,100,1,1,1,0,0,1,0,2,1,1,1,0,0,0,0,0,1,41,12,31,51,0,53,1
2962,14231,21,10940,14,0,96,100,3,1,0,0,0,8,0.381,0,0,0,0,0,1,0.048,1,11487,1,6971,100,1,0,1,1,0,1,0,2,0,1,1,1,1,1,1,0,1,100,12,50,602,7,163,1
2469,18328,20,16097,13,0,96,100,3,1,0,0,0,7,0.35,0,0,0,0,0,1,0.05,1,756,1,12876,100,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,1,30,2,2,109,0,11,1
1983,12053,30,8152,23,0,96,100,3,1,0,0,0,17,0.567,0,0,0,0,0,1,0.033,1,685,1,3869,100,1,1,1,0,0,1,0,3,0,1,1,1,0,0,0,0,1,30,9,5,101,1,114,1
22828,7396,69,2624,24,0,96,20.03797106,3,1,0,0,0,51,0.739,0,0,0,0,0,10,0.145,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11929,5223,28,273,12,0,96,46.5952381,3,0,0,0,0,15,0.536,2,0.071,0,0,0,3,0.107,1,2,1,486,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20616,4418,27,19823,20,0,110,69.62316176,2,2,0,0,0,14,0.519,0,0,0,0,0,2,0.074,0,14,1,17180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2690,20275,35,18500,28,0,71,100,2,2,0,0,0,21,0.6,0,0,0,0,0,2,0.057,1,1358,1,15684,0,0,1,1,0,0,1,0,7,0,1,0,0,0,0,0,0,1,142,12,12,3,13,24,1
12000,6539,41,1774,33,0,180,66.29935721,2,1,0,0,0,29,0.707,0,0,0,0,0,4,0.098,1,141,1,5126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0
2772,13159,23,9521,16,0,96,100,3,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,243,1,5299,100,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,6,9,5,0,3,2,1
22879,5027,19,22683,11,0,364,72.45179063,3,0,0,0,0,10,0.526,0,0,0,0,0,2,0.105,0,35,1,20095,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16939,7814,88,2931,57,0,96,16.58294753,3,3,0,0,0,62,0.705,10,0.114,0,0,0,8,0.091,1,11,0,2,1.886792453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6762,21752,26,20391,19,0,96,100,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,2053,1,17782,100,1,0,1,0,0,1,0,7,0,1,1,0,0,0,1,1,1,54,4,9,129,2,17,1
19021,22313,22,21043,15,0,341,100,2,2,0,0,0,8,0.364,0,0,0,0,0,2,0.091,1,1512,1,18966,0,1,1,1,0,0,1,13,0,0,1,0,0,0,0,0,0,1,98,4,8,26,0,253,1
2282,23397,22,22499,15,0,96,100,3,1,0,0,0,9,0.409,0,0,0,0,0,1,0.045,1,4272,1,20210,100,1,0,1,1,1,1,1,12,0,1,1,1,1,1,0,0,1,243,10,10,220,0,225,1
1228,19665,22,17750,15,0,96,100,3,1,0,0,0,9,0.409,0,0,0,0,0,1,0.045,1,272,1,14796,100,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,1,2,1,0,15,1
9807,10832,25,6646,18,0,176,100,4,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,180,1,2027,100,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,8,3,6,0,1,16,1
4531,11914,20,7976,13,0,96,100,3,1,0,0,0,7,0.35,0,0,0,0,0,1,0.05,1,187,1,3682,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,11,3,0,0,0,6,1
21138,2382,30,10148,24,0,96,58.89196676,3,2,0,0,0,17,0.567,0,0,0,0,0,2,0.067,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19794,3194,25,13835,19,0,96,68.70404412,3,1,0,0,0,13,0.52,0,0,0,0,0,1,0.04,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0
2986,21769,26,20409,19,0,96,100,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,7537,1,17801,100,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,1,28,2,4,125,0,175,1
10694,10544,23,6301,16,0,153,100,2,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,217,1,1507,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,7,7,2,0,4,1
23571,5081,25,65,16,0,96,66.86580882,3,0,0,0,0,14,0.56,1,0.04,0,0,0,2,0.08,1,153,1,102,100,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0
17791,19152,29,17114,22,0,96,100,3,1,0,0,0,16,0.552,0,0,0,0,0,1,0.034,1,687,1,14085,100,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,2,2,12,28,4,6,1
12234,8248,43,3393,35,0,290,19.95464853,2,1,0,0,0,21,0.488,12,0.279,0,0,0,2,0.047,1,90,1,12436,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,2,0,2,0
12606,6124,42,1315,34,0,45,45.21008403,3,1,0,0,0,26,0.619,3,0.071,0,0,0,5,0.119,1,108,1,3301,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
16848,7863,24,2986,15,0,45,48.4375,3,1,0,0,0,10,0.417,3,0.125,0,0,0,3,0.125,1,108,1,10939,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
9204,16337,26,13614,19,0,96,100,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,1251,1,9941,100,1,0,1,0,0,1,0,19,0,1,1,0,1,1,1,0,1,40,4,22,61,2,19,1
6833,23336,33,22400,26,0,96,100,3,1,0,0,0,20,0.606,0,0,0,0,0,1,0.03,1,1628,1,20103,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,23,31,54,158,0,183,1
7073,12510,23,8711,16,0,75,100,2,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,1806,1,13463,0,1,1,1,0,0,0,0,2,0,1,1,1,0,0,0,0,1,27,13,27,261,0,31,1
14125,7554,67,2681,7,0,180,13.90405056,2,0,0,0,0,52,0.776,4,0.06,0,0,0,3,0.045,1,9,1,9197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21627,3736,22,16523,16,0,139,51.4957265,2,1,0,0,0,10,0.455,0,0,0,0,0,1,0.045,0,8,1,13383,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14780,6973,53,2214,44,0,45,29.6533517,3,1,0,0,0,37,0.698,0,0,0,0,0,8,0.151,1,108,1,6816,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
6943,12123,28,8240,21,0,183,100,2,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,593,1,3950,100,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,38,4,12,110,0,121,1
21107,4164,28,18578,22,0,96,55.36062378,3,2,0,0,0,15,0.536,0,0,0,0,0,2,0.071,0,2,1,15711,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
949,13297,36,9698,29,0,96,100,3,1,0,0,0,23,0.639,0,0,0,0,0,1,0.028,1,1214,1,5537,100,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,20,17,20,59,0,65,1
12658,7438,48,2668,40,0,96,40.28658537,3,1,0,0,0,34,0.708,0,0,0,0,0,6,0.125,1,90,1,9067,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,2,0,2,0
10884,17986,30,15660,23,0,136,100,2,1,0,0,0,17,0.567,0,0,0,0,0,1,0.033,1,1495,1,12405,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,30,35,38,117,5,123,1
11092,14790,21,11684,14,0,96,100,3,1,0,0,0,7,0.333,1,0.048,0,0,0,1,0.048,1,534,1,7744,100,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,15,13,13,48,2,55,1
18684,12907,29,9206,22,0,96,100,3,1,0,0,0,16,0.552,0,0,0,0,0,1,0.034,1,5677,1,4859,100,0,1,0,0,0,1,2,0,0,0,1,1,0,1,0,0,1,1,1,6,14,0,3,1
10403,15712,20,12810,13,0,127,100,2,1,0,0,0,7,0.35,0,0,0,0,0,1,0.05,1,1161,1,8957,83.33333333,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,61,43,11,205,2,102,1
3050,19791,26,17922,19,0,96,100,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,848,1,14984,100,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,9,18,17,99,0,112,1
2767,12676,27,8918,20,0,96,100,3,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,330,1,4536,100,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,17,1,7,5,0,4,1
4391,17136,19,14622,12,0,258,100,3,1,0,0,0,5,0.263,1,0.053,0,0,0,1,0.053,1,1024,1,11032,100,1,0,1,0,0,1,0,1,0,1,1,0,1,1,1,1,1,17,5,6,68,0,73,1
3287,12392,18,8553,11,0,301,100,2,1,0,0,0,5,0.278,0,0,0,0,0,1,0.056,1,1129,1,4279,75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,5,9,35,3,5,1
10355,10464,22,6198,15,0,96,100,3,1,0,0,0,9,0.409,0,0,0,0,0,1,0.045,1,941,1,1355,100,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,14,4,13,23,0,18,1
12981,20588,77,18964,28,0,96,25.0500269,3,1,0,0,0,26,0.338,37,0.481,0,0,0,2,0.026,1,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3697,23383,22,22478,15,0,96,100,3,1,0,0,0,9,0.409,0,0,0,0,0,1,0.045,1,1039,1,20180,100,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,7,15,15,193,0,216,1
9821,23041,26,21973,19,0,96,100,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,1762,1,19562,100,1,0,1,0,0,1,0,3,0,1,1,1,0,0,0,0,1,22,3,4,57,0,10,1
12722,9674,25,4977,17,0,45,50.7881584,3,1,0,0,0,9,0.36,5,0.2,0,0,0,3,0.12,1,108,1,19428,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
21262,4869,26,22208,20,0,358,44.71507353,3,2,0,0,0,10,0.385,3,0.115,0,0,0,2,0.077,0,43,1,19806,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
2826,19143,44,17104,37,0,183,100,2,1,0,0,0,31,0.705,0,0,0,0,0,1,0.023,1,864,1,14073,0,0,1,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,22,9,11,37,18,43,1
10120,11206,19,7117,12,0,96,100,3,1,0,0,0,6,0.316,0,0,0,0,0,1,0.053,1,1317,1,2693,100,1,0,1,0,0,0,0,2,0,1,1,1,1,0,0,0,1,14,21,46,110,15,26,1
14180,379,35,1537,28,0,96,49.61294863,3,1,0,0,0,26,0.743,0,0,0,0,0,2,0.057,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
8923,15203,22,12195,15,0,96,100,3,1,0,0,0,9,0.409,0,0,0,0,0,1,0.045,1,909,1,8301,100,0,1,1,0,0,1,0,2,0,1,1,1,0,0,0,0,1,16,9,13,57,2,71,1
628,20150,34,18350,27,0,96,100,3,1,0,0,0,21,0.618,0,0,0,0,0,1,0.029,1,871,1,15493,100,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,30,3,8,44,10,67,1
22080,1590,26,6212,20,0,291,83.04227941,3,2,0,0,0,13,0.5,0,0,0,0,0,2,0.077,0,9,1,1406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20430,4692,25,21349,18,0,96,71.29251701,3,1,0,0,0,13,0.52,0,0,0,0,0,1,0.04,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2876,18620,27,16463,20,0,228,100,4,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,438,1,13306,100,0,0,1,0,0,1,0,3,0,1,1,0,0,0,0,0,1,4,4,22,0,3,14,1
76,17324,24,14855,17,0,242,100,3,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,168,1,11493,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,3,9,0,0,9,1
