"DomainLength","IsDomainIP","TLD","TLDLength","NoOfSubDomain","NoOfAmpersandInURL","HasTitle","HasFavicon","Robots","NoOfURLRedirect","NoOfSelfRedirect","NoOfPopup","NoOfiFrame","HasExternalFormSubmit","HasSubmitButton","HasHiddenFields","HasPasswordField","Bank","Pay","Crypto","NoOfCSS","NoOfEmptyRef","label"
11,0,96,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
17,0,96,3,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,5,1,1
20,0,75,2,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,8,1,1
17,0,242,3,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,7,17,1
15,0,96,3,1,0,1,1,1,0,0,0,3,0,1,1,0,0,0,0,12,8,1
14,0,258,3,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1
31,0,96,3,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,9,3,1
16,0,82,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
17,0,96,3,1,0,1,1,0,0,0,0,20,0,1,1,1,1,1,0,3,0,1
26,0,50,2,2,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,10,0,1
48,0,96,3,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,3,0,0
13,0,96,3,1,0,1,1,0,1,0,5,20,0,1,1,1,1,1,0,77,2,1
17,0,183,2,1,0,1,1,0,0,0,0,4,0,0,0,0,0,1,0,5,1,1
24,0,96,3,1,0,1,1,0,1,0,0,3,0,1,0,1,0,1,0,8,4,1
17,0,345,2,3,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,5,0,1
16,0,258,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,96,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,139,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0,225,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
35,0,45,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,0,205,4,2,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,6,0,0
18,0,96,3,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,14,5,1
21,0,116,2,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,2,8,1
24,0,45,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,96,3,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,2,0,1
16,0,152,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,104,3,1,0,1,0,0,1,0,0,2,0,0,1,0,0,0,0,3,1,1
17,0,96,3,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,3,0,1
25,0,96,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1
17,0,269,2,1,0,1,1,0,1,1,1,2,0,1,1,0,0,0,0,11,30,1
37,0,96,3,3,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0
40,0,113,3,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
9,0,96,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,96,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
34,0,217,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13,0,96,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,175,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,96,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1
13,0,112,2,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,2,0,1
13,0,96,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
18,0,136,2,1,0,1,1,1,0,0,0,1,0,1,1,1,0,1,0,5,0,1
26,0,96,3,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
19,0,356,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,96,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,94,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,112,2,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,4,10,0
11,0,347,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,168,2,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,7,0,1
16,0,248,2,1,0,1,0,0,0,0,0,6,0,1,1,1,1,1,0,20,2,1
48,0,71,2,3,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,5,0
34,0,96,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,170,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,290,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,96,3,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,10,4,1
19,0,96,3,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,13,6,1
27,0,96,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,338,6,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,5,9,1
14,0,93,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,175,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,96,3,1,0,1,1,1,1,0,0,21,0,1,1,1,1,1,0,5,8,1
14,0,45,3,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
13,0,96,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
15,0,364,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18,0,136,2,1,0,1,1,1,0,0,0,6,0,0,0,0,0,1,0,5,0,1
24,0,96,3,1,0,1,0,1,0,0,0,2,1,1,1,0,0,0,0,6,1,1
14,0,258,3,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,4,2,1
43,0,113,3,2,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,2,0,0
37,0,96,3,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,27,1,1
12,0,96,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,296,2,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
15,0,96,3,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,20,7,1
31,0,242,3,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,6,1,1
23,0,258,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1
17,0,96,3,1,0,1,1,0,1,0,0,21,0,1,1,1,1,1,0,14,24,1
19,0,96,3,1,0,1,0,1,0,0,1,2,0,1,1,0,0,1,0,0,0,1
47,0,94,2,2,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0
19,0,258,3,1,0,1,1,1,1,0,1,11,0,1,0,0,0,1,0,20,19,1
26,0,96,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16,0,237,2,2,0,1,1,0,0,0,28,0,0,1,0,0,0,0,0,5,0,1
21,0,258,3,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,41,2,1
40,0,113,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0,96,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
18,0,123,3,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,10,6,1
26,0,290,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,258,3,1,0,1,1,1,0,0,0,4,0,1,0,0,1,1,0,16,5,1
47,0,94,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,0,94,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,96,3,1,0,1,1,1,0,0,0,2,0,1,1,0,0,0,0,9,0,1
16,0,96,3,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
23,0,96,3,1,0,1,1,1,0,0,0,2,0,1,1,0,0,1,0,11,8,1
17,0,225,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
23,0,50,2,3,0,1,1,0,1,0,0,4,0,1,1,0,0,1,0,6,5,1
25,0,367,2,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,11,0,1
20,0,50,2,2,0,1,1,1,0,0,0,2,0,0,1,0,0,1,0,2,0,1
25,0,96,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1
20,0,96,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,11,1,1
16,0,123,3,1,0,1,1,0,0,0,0,3,0,1,1,0,0,0,0,13,0,1
17,0,96,3,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
21,0,346,2,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,7,23,1
27,0,45,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,65,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,45,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
18,0,96,3,1,0,1,0,0,0,0,0,2,0,0,1,0,0,1,0,4,0,1
14,0,96,3,1,0,1,0,0,0,0,0,20,0,0,0,1,1,1,0,3,2,1
20,0,96,3,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3,6,1
16,0,96,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1
23,0,96,3,1,0,1,0,1,1,1,0,6,0,1,1,0,0,1,0,6,0,1
24,0,130,2,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1
23,0,96,3,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,9,8,1
16,0,93,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
22,0,206,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,96,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,75,2,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,18,0,1
7,0,180,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0
13,0,75,2,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,7,7,1
69,0,242,3,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
26,0,96,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,96,3,1,0,1,0,1,0,0,0,6,0,0,0,0,0,0,0,9,0,1
37,0,113,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,170,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,96,3,1,0,1,0,1,0,0,0,5,0,1,1,1,1,1,0,2,25,1
19,0,128,2,1,0,1,1,1,0,0,0,11,0,1,1,0,0,1,0,2,0,1
15,0,225,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,96,3,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,14,1,1
31,0,96,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,96,3,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,1
19,0,96,3,1,0,1,0,0,1,0,0,8,0,1,0,0,0,1,0,3,1,1
24,0,96,3,1,0,1,0,0,0,0,0,3,0,1,1,0,0,1,0,13,3,1
44,0,96,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12,0,258,3,1,0,1,0,0,0,0,0,6,0,0,1,0,0,0,0,18,40,1
24,0,96,3,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,24,1,1
20,0,96,3,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,10,1,1
17,0,96,3,1,0,1,0,1,0,0,0,5,0,1,1,0,0,0,0,4,0,1
14,0,258,3,1,0,1,0,1,0,0,1,3,0,1,0,0,0,0,0,16,1,1
26,0,270,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
15,0,96,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,258,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1
14,0,96,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,75,2,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,9,3,1
13,0,93,2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,3,21,1
37,0,96,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,96,3,1,0,1,0,1,0,0,0,2,0,1,0,1,0,0,0,16,5,1
23,0,45,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,237,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,75,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
28,0,45,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,96,3,1,0,1,1,1,0,0,0,2,0,1,1,0,0,0,0,10,18,1
30,0,237,2,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
17,0,96,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,96,3,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,10,0,1
15,0,75,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1
31,0,96,3,1,0,1,0,0,0,0,0,21,0,1,1,1,1,1,0,6,1,1
31,0,302,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
20,0,96,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0,96,3,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,9,0,1
18,0,176,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,253,2,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,1
18,0,96,3,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,5,0,1
21,0,50,2,2,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,8,0,1
15,0,96,3,1,0,1,0,0,0,0,0,20,0,1,1,1,1,1,0,78,0,1
19,0,150,3,1,0,1,1,1,0,0,3,2,1,1,1,0,0,1,0,11,82,1
68,0,180,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,0,180,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,258,3,1,0,1,1,0,0,0,0,4,1,1,1,0,0,1,0,9,12,1
46,0,94,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,96,3,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0
26,0,242,3,1,0,1,1,0,0,0,0,5,0,1,0,0,0,0,0,4,7,1
22,0,251,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,96,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,1
19,0,191,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,45,3,1,0,1,1,1,0,0,0,11,0,1,1,0,0,1,0,7,17,1
17,0,139,2,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0
12,0,175,2,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
35,0,96,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,96,3,1,0,1,0,0,0,0,0,2,0,1,1,0,0,0,0,16,0,1
12,0,96,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,96,3,1,0,1,1,0,1,0,0,3,0,1,1,0,0,1,0,6,7,1
18,0,82,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,94,2,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,18,0,1
14,0,345,2,2,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,1
15,0,112,2,2,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,9,1,1
31,0,335,3,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18,0,96,3,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
26,0,248,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1
19,0,258,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,1
22,0,225,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
19,0,96,3,1,0,1,0,1,0,0,0,2,0,1,0,0,0,1,0,9,0,1
15,0,96,3,1,0,1,0,0,0,0,0,2,0,1,1,0,0,0,0,1,2,1
19,0,96,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,96,3,1,0,1,0,1,0,0,0,9,0,0,0,0,1,1,0,4,1,1
35,0,96,3,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,6,3,1
19,0,96,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,112,2,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,5,2,1
26,0,96,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
27,0,50,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0,96,3,1,0,1,1,0,0,0,0,3,0,1,1,0,0,1,0,3,8,1
24,0,302,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,96,3,1,0,1,0,0,0,0,0,19,0,1,1,1,1,1,0,4,3,1
17,0,116,2,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,12,4,1
13,0,258,3,1,0,1,1,0,0,0,0,4,0,1,0,0,0,0,0,6,4,1
20,0,290,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,96,3,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,65,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,96,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,12,1
43,0,364,3,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22,0,187,2,1,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,6,0,1
24,0,258,3,1,0,1,0,1,0,0,0,2,0,1,1,0,0,0,0,6,0,1
30,0,205,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,96,3,1,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,1
26,0,45,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,96,3,1,0,1,0,0,0,0,0,3,1,1,1,0,0,1,0,54,0,1
28,0,96,3,1,0,1,1,0,1,1,0,9,0,0,0,1,1,1,0,1,26,1
25,0,96,3,1,0,1,1,0,0,0,0,16,0,1,0,0,0,0,0,3,0,1
17,0,96,3,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,7,0,1
28,0,45,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,180,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,248,2,1,0,1,1,1,0,0,0,3,0,1,0,0,1,1,0,14,60,1
39,0,181,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,96,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,242,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,96,3,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,12,1,1
28,0,180,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,45,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,90,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,345,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1
24,0,96,3,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0
26,0,345,2,2,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,6,1,1
21,0,335,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,0,96,3,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,10,23,1
17,0,96,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
16,0,253,2,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3,7,1
21,0,96,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,7,1
14,0,142,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1
16,0,96,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13,0,52,2,1,0,1,1,1,0,0,0,3,0,1,1,0,0,0,0,47,4,1
21,0,123,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1
23,0,96,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,45,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
14,0,345,2,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1
19,0,346,2,3,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,9,0,1
24,0,302,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,0,170,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,96,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1
74,0,205,4,2,0,1,0,0,1,0,0,2,0,1,0,1,0,1,0,1,0,0
18,0,96,3,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,12,5,1
23,0,96,3,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,8,6,1
29,0,45,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,93,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
19,0,337,2,2,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,2,0,0
15,0,287,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,4,0,1
22,0,45,3,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
19,0,112,2,1,0,1,1,0,0,0,0,6,0,1,1,0,1,0,0,8,0,1
17,0,116,2,1,0,1,1,1,0,0,0,27,0,1,1,0,0,1,0,7,2,1
23,0,242,3,1,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,1
21,0,258,3,1,0,1,1,1,0,0,0,3,0,0,1,0,0,0,0,11,0,1
28,0,96,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,287,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,296,2,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,45,0,1
14,0,110,2,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,7,1,1
12,0,258,3,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
17,0,96,3,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,3,6,0
20,0,258,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,112,2,1,0,1,0,1,1,1,0,6,0,1,1,0,0,1,0,12,5,1
28,0,96,3,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,4,0,1
16,0,345,2,2,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,3,0,1
14,0,123,3,1,0,1,0,0,0,0,0,6,0,0,1,0,0,1,0,3,11,1
19,0,91,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0,258,3,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,15,4,1
16,0,118,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
18,0,96,3,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,33,18,1
27,0,96,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,187,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0,96,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,225,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
18,0,65,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13,0,96,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1
19,0,96,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1
21,0,96,3,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
19,0,96,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,96,3,1,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,1,0,1
19,0,137,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,0,290,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,0,96,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,290,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,96,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1
21,0,258,3,1,0,1,1,1,0,0,0,9,1,1,1,0,1,1,0,29,1,1
26,0,96,3,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,258,3,1,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,4,0,1
13,0,180,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,0,113,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,242,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,1
16,0,96,3,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1
22,0,258,3,1,0,1,1,0,0,0,0,6,0,1,1,0,0,1,0,3,18,1
19,0,96,3,1,0,1,1,1,1,1,0,3,0,0,1,0,1,0,0,6,2,1
15,0,96,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,128,2,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,3,1,1
11,0,64,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0,96,3,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,16,17,1
14,0,258,3,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,7,0,1
