DomainLength,IsDomainIP,TLD,TLDLength,NoOfSubDomain,NoOfAmpersandInURL,HasTitle,HasFavicon,Robots,NoOfURLRedirect,NoOfSelfRedirect,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSubmitButton,HasHiddenFields,HasPasswordField,Bank,Pay,Crypto,NoOfCSS,NoOfEmptyRef,label
21,0,67,2,2,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,4,7,1
15,0,237,3,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,2,-1,0
24,0,93,3,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,14,0,1
25,0,164,2,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14,0,97,3,1,0,1,1,0,0,0,0,3,0,1,1,0,0,1,0,11,2,1
77,0,91,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0,94,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
31,0,87,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
19,0,256,3,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,12,1,1
13,0,262,3,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,10,-1,1
28,0,98,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
26,0,93,3,2,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
35,0,348,2,2,0,1,1,0,0,0,0,2,0,1,1,0,0,1,0,4,1,1
22,0,139,2,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,8,1,1
30,0,92,3,1,0,1,0,1,0,0,4,1,0,1,1,0,0,0,0,18,0,1
36,0,216,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0,51,2,2,0,1,0,1,0,0,0,11,1,1,0,0,0,1,0,43,1,1
15,0,340,2,2,0,1,0,1,0,0,1,2,0,1,1,0,0,0,0,13,3,1
19,0,99,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10,0,347,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12,0,256,3,1,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,4,-1,1
15,0,138,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16,0,105,3,1,0,1,0,0,1,0,0,3,0,1,1,1,0,0,0,11,3,1
22,0,91,3,1,0,1,1,1,1,0,0,11,0,1,1,0,0,0,0,15,3,1
16,0,247,3,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,10,1,1
25,0,116,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14,0,95,3,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,16,1,1
15,0,104,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,0
23,0,93,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16,0,97,3,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,8,0,1
22,0,96,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0
41,0,97,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
21,0,338,2,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1
19,0,123,3,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,10,4,1
25,0,341,2,2,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,11,0,1
25,0,92,3,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,30,1,1
16,0,96,3,1,0,1,0,1,0,0,0,2,0,1,1,0,0,0,0,17,5,1
20,0,254,3,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,5,1,1
38,0,93,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
22,0,98,3,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,0
12,0,178,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0
21,0,93,3,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,17,3,1
20,0,98,3,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,9,1
10,0,88,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0
17,0,256,3,1,0,1,1,1,0,0,0,2,0,0,1,0,0,0,0,6,-1,1
7,0,176,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,2,0
42,0,95,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-2,0
24,0,103,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
16,0,104,2,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,3,9,1
21,0,257,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,115,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
25,0,91,3,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,25,9,1
17,0,44,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,0
20,0,91,3,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,7,3,1
17,0,100,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1
20,0,97,3,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,11,17,1
22,0,256,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,152,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,0
13,0,277,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
15,0,99,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15,0,103,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1
13,0,134,2,1,0,1,1,0,0,0,0,2,0,1,0,0,0,0,0,4,3,1
29,0,189,2,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,6,1,1
19,0,93,3,1,0,1,1,0,0,0,2,5,0,1,1,0,0,1,0,1,0,1
14,0,235,2,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,12,0,0
16,0,88,3,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,3,-1,1
19,0,155,2,3,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,8,2,1
11,0,98,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
26,0,98,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,224,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,0
25,0,117,2,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,13,-1,1
15,0,92,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,181,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
29,0,270,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,-2,0
30,0,181,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0
27,0,48,2,1,0,1,1,1,0,0,0,2,0,1,1,0,0,0,0,3,0,1
21,0,98,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,14,1,1
28,0,95,3,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-2,0
13,0,48,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
19,0,165,2,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,2,2,0
17,0,95,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1
19,0,97,3,1,0,1,0,0,0,0,0,2,0,1,1,0,0,0,0,3,1,1
14,0,257,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
15,0,93,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
23,0,92,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0
26,0,255,3,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,12,0,1
44,0,95,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,257,3,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
16,0,105,3,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,22,6,0
22,0,101,3,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
23,0,88,3,1,0,1,0,0,1,0,0,19,0,1,1,1,1,1,0,5,-1,1
18,0,258,3,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,14,1
30,0,335,3,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
26,0,243,3,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
27,0,253,3,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,4,1,1
17,0,176,2,1,0,1,0,0,0,0,0,11,0,0,1,0,0,0,0,1,-1,1
14,0,112,2,2,0,1,0,1,0,0,0,2,0,1,1,0,0,0,0,17,6,1
21,0,98,3,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,10,0,1
23,0,97,3,1,0,1,1,0,0,0,0,9,0,1,1,0,0,1,0,1,1,1
23,0,98,3,1,0,1,0,0,1,0,0,21,0,1,1,1,1,1,0,6,3,1
25,0,99,3,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,4,1,0
42,0,123,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0
16,0,182,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
76,0,105,3,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0
19,0,113,2,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,19,1,1
20,0,95,3,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3,5,1
32,0,99,3,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0
26,0,96,3,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,0
26,0,91,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,102,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21,0,86,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1
14,0,96,3,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,23,8,1
19,0,100,3,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,7,0,0
17,0,222,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0
19,0,99,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0
23,0,46,2,2,0,1,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,-2,0
20,0,90,3,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,2,1,1
22,0,179,2,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,2,3,1
20,0,351,2,3,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,6,2,1
15,0,234,3,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,5,0,1
21,0,96,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1
30,0,105,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
31,0,338,3,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
27,0,91,3,1,0,1,1,0,0,0,0,3,0,1,0,0,1,0,0,9,3,1
20,0,111,2,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,5,3,1
15,0,93,3,1,0,1,1,0,0,0,0,3,0,0,1,0,0,1,0,10,2,1
10,0,236,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0
25,0,90,3,1,0,1,1,0,0,0,0,3,0,0,1,0,0,0,0,3,1,1
26,0,94,3,1,0,1,1,1,0,0,0,5,0,1,1,0,0,1,0,35,16,1
26,0,257,3,1,0,1,1,1,0,0,0,2,0,1,1,0,0,0,0,14,3,1
27,0,102,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
29,0,113,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
22,0,97,3,1,0,1,0,0,0,0,0,19,0,1,1,1,1,1,0,3,12,1
73,0,201,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19,0,47,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0,302,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
18,0,149,2,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,3,33,1
17,0,92,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1
14,0,94,3,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,34,0,1
28,0,57,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
23,0,96,3,1,0,1,1,1,0,0,0,2,1,1,1,1,1,1,0,12,2,1
18,0,212,2,1,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,2,0,1
17,0,99,3,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,4,0,1
16,0,99,3,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,1
18,0,92,3,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,3,-1,1
16,0,265,3,1,0,1,1,1,1,1,0,3,1,1,1,1,1,1,0,34,0,1
31,0,95,3,1,0,1,1,0,0,0,0,2,0,0,1,0,0,1,0,23,3,1
19,0,93,3,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,2,0,1
25,0,282,2,2,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,5,10,0
13,0,231,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0
21,0,257,3,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,10,0,1
14,0,143,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,-1,-1,0
16,0,92,3,1,0,1,1,0,0,0,0,4,0,0,0,0,0,0,1,0,0,1
20,0,101,3,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,2,5,1
17,0,258,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12,1,1
15,0,261,3,1,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,31,3,1
22,0,99,3,1,0,1,1,1,0,0,0,2,1,0,0,0,0,1,0,15,0,1
16,0,95,3,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-2,0
22,0,96,3,1,0,1,0,1,0,0,0,19,0,1,1,1,1,1,0,7,0,1
14,0,91,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,99,3,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,73,20,1
19,0,94,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,73,2,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,15,1,1
30,0,93,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
32,0,109,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14,0,104,3,1,0,1,0,0,0,0,0,2,0,1,1,0,0,1,0,3,2,1
20,0,296,2,1,0,1,0,0,0,0,0,5,0,0,1,0,0,1,0,27,3,1
21,0,178,4,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2,-1,0
23,0,91,3,0,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
13,0,93,2,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
34,0,92,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11,0,253,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16,0,101,3,1,0,1,0,0,0,0,0,3,0,0,1,0,0,1,0,7,-1,1
15,0,90,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
53,0,261,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21,0,88,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18,0,101,3,1,0,1,1,0,0,0,1,1,0,1,1,0,0,1,0,2,0,1
13,0,99,3,1,0,1,1,0,0,0,0,2,0,1,1,0,0,1,1,4,0,1
19,0,100,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0,177,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
13,0,107,2,1,0,1,1,0,0,0,0,13,0,0,0,0,0,0,0,7,0,1
21,0,72,2,2,0,1,0,1,0,0,1,3,0,1,0,1,0,0,0,32,5,1
19,0,97,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0
16,0,101,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,-2,1
22,0,255,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0
23,0,240,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3,0
23,0,99,3,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,9,0,1
22,0,96,3,1,0,1,1,1,0,0,0,5,1,1,1,0,0,0,0,10,2,1
16,0,54,2,2,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,7,0,1
27,0,104,3,2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
28,0,104,3,1,0,1,1,1,0,0,0,4,0,0,1,1,0,1,0,19,2,1
19,0,104,3,1,0,1,1,1,0,0,0,5,1,1,1,0,1,0,0,12,0,1
22,0,46,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0
29,0,117,2,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,11,-1,1
13,0,336,2,1,0,1,0,1,0,0,0,3,0,1,1,0,0,1,0,9,3,1
31,0,340,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
21,0,355,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
19,0,97,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
16,0,119,2,1,0,1,1,1,1,1,0,2,0,1,1,0,0,0,0,8,80,1
20,0,95,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,44,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
29,0,95,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
24,0,94,3,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,8,1,1
11,0,262,3,1,0,1,1,0,0,0,0,22,0,1,0,1,1,1,0,27,6,1
17,0,172,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,13,1,1
18,0,221,3,2,0,1,1,1,0,0,0,4,0,0,1,0,0,0,0,9,4,1
17,0,92,3,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,27,1,1
25,0,99,3,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,12,6,1
39,0,44,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,0
14,0,253,3,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,12,0,1
18,0,344,2,3,0,1,1,0,0,0,0,2,0,1,1,0,0,1,0,4,-2,1
19,0,92,3,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,4,1
43,0,258,4,2,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0
74,0,211,4,2,0,1,0,0,1,0,0,2,0,1,0,1,0,1,0,2,1,0
12,0,252,3,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,4,1,1
14,0,286,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25,0,259,3,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,17,-1,1
34,0,92,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0
25,0,257,3,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,36,3,1
29,0,132,2,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,2,0,1
21,0,292,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,100,3,1,0,1,1,0,1,0,0,19,0,1,1,1,1,1,0,7,1,1
17,0,117,2,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1
20,0,98,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-2,1
25,0,105,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0
25,0,97,3,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,4,1,0
12,0,155,2,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,3,3,0
15,0,174,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
30,0,41,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,0
15,0,257,3,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,15,2,1
19,0,122,2,1,0,1,1,1,0,0,0,1,0,0,1,0,1,1,0,4,1,1
30,0,335,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0,93,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
19,0,95,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0
15,0,97,3,1,0,1,1,0,0,0,0,4,0,1,1,0,0,1,0,2,5,1
40,0,225,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0
19,0,178,4,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,10,-2,1
26,0,87,3,1,0,1,1,1,0,0,0,3,0,0,0,0,1,1,0,5,3,1
18,0,96,3,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,33,18,1
21,0,91,3,1,0,1,1,0,0,0,0,2,0,0,1,0,0,0,1,12,0,1
13,0,99,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18,0,177,2,1,0,1,0,1,0,0,0,11,0,1,0,0,0,0,0,8,7,1
15,0,83,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
17,0,92,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16,0,91,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
18,0,185,2,1,0,1,0,1,0,0,0,3,0,1,0,0,0,0,0,7,6,1
15,0,241,2,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,6,2,1
39,0,49,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0
27,0,99,3,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,6,-1,1
31,0,92,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
19,0,250,3,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,9,2,1
40,0,165,2,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0
29,0,98,3,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0
11,0,240,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0
9,0,129,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
23,0,236,2,2,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,24,16,1
14,0,146,2,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,5,1,1
9,0,201,4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0
15,0,95,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
52,0,338,3,5,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0
20,0,197,2,1,0,1,0,0,0,0,0,9,0,0,1,0,0,0,0,2,0,1
11,0,249,3,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,4,3,1
14,0,79,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
15,0,96,3,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,2,4,1
38,0,178,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
29,0,92,3,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
20,0,92,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
14,0,97,3,1,0,1,0,0,0,0,0,20,0,0,0,1,1,1,0,3,2,1
8,0,311,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0
14,0,249,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,-1,1
14,0,198,2,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,6,0,1
16,0,97,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
22,0,105,2,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,6,3,1
14,0,257,3,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,23,1,1
15,0,95,3,1,0,1,0,0,0,0,0,2,0,1,1,0,0,0,0,2,1,1
39,0,89,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,93,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
26,0,100,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0
25,0,97,3,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,-1,-2,0
38,0,181,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0
23,0,101,3,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
15,0,224,3,2,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,6,13,1
23,0,252,3,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,19,0,1
33,0,100,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,94,3,1,0,1,1,0,0,0,0,2,0,1,1,0,1,1,0,9,12,1
8,0,95,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,0,99,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
16,0,244,3,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,1
28,0,261,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
21,0,272,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,13,0,0
20,0,96,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
19,0,95,3,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,7,12,1
20,0,290,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0
25,0,96,3,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
14,0,268,2,2,0,1,0,1,0,0,0,4,0,1,0,0,1,0,0,13,2,1
47,0,96,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
13,0,257,3,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,-1,1
32,0,101,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0
