DomainLength,IsDomainIP,TLD,TLDLength,NoOfSubDomain,NoOfAmpersandInURL,LineOfCode,HasTitle,HasFavicon,Robots,IsResponsive,NoOfURLRedirect,NoOfSelfRedirect,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSubmitButton,HasHiddenFields,HasPasswordField,Bank,Pay,Crypto,NoOfImage,NoOfCSS,NoOfJS,NoOfEmptyRef,label
21,0,126,2,0,2,2009,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,13,9,9,0
32,0,194,3,2,0,7086,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,24,144,39,1
25,0,151,2,2,1,2522,1,0,1,1,0,0,0,4,0,0,1,0,0,1,0,42,0,110,0,1
11,0,163,2,1,1,2624,1,0,0,0,0,0,0,6,0,1,0,0,0,0,0,65,1,0,0,0
43,0,199,3,1,0,2974,1,1,0,1,0,0,1,5,0,0,1,0,1,1,0,63,23,87,2,1
23,0,249,3,2,0,2,1,0,0,1,0,0,0,3,0,0,1,0,0,0,0,28,25,39,21,0
22,0,204,3,0,0,3698,1,1,1,0,0,0,1,4,0,1,0,0,0,0,0,70,4,120,0,0
6,0,129,3,1,1,2,1,0,0,0,0,0,0,5,0,1,1,0,1,1,0,0,10,71,22,0
23,0,151,2,3,0,2084,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,56,0,129,0,1
24,0,173,3,2,0,1076,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
38,0,107,3,1,0,4089,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,36,0,1
20,0,199,3,2,1,4756,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,30,0,13,0
21,0,137,3,2,0,2383,1,0,0,1,0,1,0,4,0,0,1,0,0,0,0,0,11,0,3,1
28,0,180,3,1,1,43,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,14,97,42,1
22,0,1,3,1,3,902,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,9,12,70,23,0
37,0,143,3,1,0,1182,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,19,10,15,0,1
4,0,167,2,2,1,2,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,127,0,11,0,0
14,0,237,3,1,0,2,1,1,1,1,0,0,0,2,0,0,0,1,0,0,0,141,18,115,33,1
42,0,203,2,0,1,5337,0,1,0,1,0,0,1,7,0,1,1,0,0,0,0,172,7,0,0,0
28,0,242,3,1,0,2,1,1,0,1,0,0,0,3,0,0,1,0,0,1,0,0,9,0,0,0
28,0,1,2,1,0,192,1,1,0,0,0,0,1,4,0,1,1,0,0,0,0,48,17,0,23,1
31,0,125,3,0,0,5451,1,0,1,0,0,0,0,2,0,1,1,0,0,1,0,0,18,46,0,1
6,0,193,2,2,0,2,1,1,0,0,0,0,0,4,0,0,1,0,0,0,0,38,7,0,10,1
27,0,151,4,1,0,2,1,0,0,0,1,0,0,2,0,0,0,0,0,1,0,99,0,3,0,1
23,0,176,4,1,2,5290,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,95,9,0,0,0
13,0,216,2,1,0,3887,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,32,0,16,1
34,0,274,3,2,0,394,1,0,1,0,0,0,0,5,0,0,1,0,1,0,0,137,14,0,23,1
30,0,280,3,1,0,2,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,132,27,0,25,1
35,0,88,3,0,0,1863,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,82,46,132,0,1
22,0,128,3,1,1,1921,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,16,5,10,0,0
15,0,190,3,1,4,4657,1,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,23,69,12,0
10,0,21,3,2,0,1101,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,69,18,57,0,0
29,0,135,2,0,0,2,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,54,0,0,9,1
33,0,81,4,1,0,2,1,1,0,1,0,0,0,4,0,0,0,0,0,0,0,127,12,69,0,1
19,0,277,3,1,1,4162,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,14,0,1
19,0,131,3,1,3,2,1,0,0,0,1,0,0,7,0,0,1,0,0,0,0,67,25,104,24,0
14,0,75,3,1,0,5317,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,93,0,0
23,0,154,2,1,0,2417,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,48,8,197,0,1
19,0,135,3,0,2,4518,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,47,0,121,0,1
34,0,1,3,1,2,3227,0,1,0,1,1,0,0,3,0,0,1,0,0,1,0,15,0,0,5,0
27,0,274,2,1,0,4145,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,90,3,81,5,0
9,0,121,3,1,0,6537,1,1,0,1,0,0,0,6,0,0,0,0,1,0,0,18,5,0,5,0
32,0,150,3,2,1,1601,1,0,0,1,0,0,0,5,0,0,1,0,1,0,0,0,0,62,0,1
32,0,133,2,1,1,2366,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,32,6,0,0,1
17,0,80,3,1,0,696,1,0,0,1,0,0,0,8,0,1,0,0,0,0,0,98,8,190,0,1
26,0,98,2,1,1,636,1,1,1,1,0,0,3,16,0,1,0,0,1,0,0,86,7,0,8,1
13,0,116,2,1,2,2323,1,1,0,1,0,0,0,4,0,0,1,0,0,0,0,18,12,53,16,0
37,0,160,2,1,0,1330,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,12,8,0,8,0
15,0,161,2,1,0,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,80,19,6,0,0
13,0,33,3,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,19,1
25,0,56,2,1,1,1689,1,0,1,1,0,0,2,0,0,1,1,0,0,0,0,108,18,153,48,0
20,0,129,3,2,0,4265,1,0,0,1,0,0,2,0,0,0,0,0,0,0,1,63,6,0,0,1
4,0,167,2,1,3,2290,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,77,5,151,10,1
10,0,195,2,1,0,466,1,1,1,1,0,0,1,2,0,1,1,0,1,1,0,0,0,0,0,0
37,0,163,3,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0
37,0,287,3,2,0,3585,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,23,8,1
29,0,131,2,2,0,2831,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,57,8,57,26,0
18,0,265,3,1,1,1608,1,0,1,1,0,0,0,10,0,0,1,0,0,0,0,0,0,0,36,0
24,0,110,2,0,2,1993,1,1,1,1,0,0,0,6,0,1,1,0,0,0,0,0,0,101,0,1
14,0,219,3,0,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,37,2,0,20,1
15,0,46,3,2,0,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,85,18,60,9,1
13,0,242,3,1,0,2,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,2,0,38,1
30,0,247,2,3,0,1687,1,0,1,0,0,0,0,4,0,1,0,0,0,0,0,70,17,304,0,0
29,0,101,4,1,1,2140,1,0,0,0,0,0,0,5,0,1,1,0,0,0,0,75,0,61,9,0
21,0,69,3,2,0,2293,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,97,20,0,4,1
17,0,186,3,2,0,5263,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,72,18,23,31,1
22,0,320,3,1,3,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,8,8,0,4,0
19,0,113,3,1,1,3209,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,109,42,78,0,1
12,0,37,3,2,0,1273,1,1,0,1,0,0,0,4,0,1,1,0,1,0,0,0,18,0,0,0
24,0,95,3,0,0,2,1,1,0,0,0,0,0,4,0,1,1,0,0,0,0,16,0,0,0,0
8,0,42,3,1,1,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,128,1,42,0,1
36,0,131,4,1,0,850,1,0,1,1,0,0,0,2,0,0,0,0,0,0,0,23,0,4,22,1
17,0,69,3,1,2,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,20,0,0,1
43,0,305,2,1,0,2,1,1,0,0,1,0,2,10,0,0,0,0,1,0,0,103,4,114,32,0
27,0,68,3,2,0,3911,1,0,0,0,0,0,0,7,0,1,0,0,0,1,0,54,2,39,29,1
11,0,176,3,2,1,2,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,80,0,146,4,0
18,0,224,3,1,2,3983,1,1,1,1,0,0,0,4,0,1,1,0,0,0,0,27,0,0,33,1
15,0,147,3,2,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,12,0,0,1
30,0,58,2,1,0,1167,1,1,0,1,0,0,0,8,0,1,0,0,0,0,0,114,1,0,14,1
31,0,60,3,2,0,807,1,1,0,0,0,0,0,6,0,1,0,0,0,1,0,156,19,0,12,0
26,0,73,3,1,0,3692,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,10,0,0,1
33,0,242,4,1,0,5934,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,22,0,131,0,0
35,0,136,3,1,0,4080,1,1,1,0,0,0,1,10,0,0,0,0,0,0,0,72,0,0,0,1
31,0,114,2,1,0,551,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,16,11,0,0,0
7,0,1,2,1,3,2,1,0,0,0,1,0,0,4,0,0,1,0,0,0,0,96,0,2,14,1
13,0,185,2,1,3,2,1,0,0,1,0,0,2,1,0,1,0,0,0,0,0,0,7,0,28,1
18,0,74,3,1,0,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,151,27,214,0,0
9,0,176,3,1,3,2,1,0,0,0,0,0,2,2,0,1,0,0,0,0,0,8,8,48,0,0
15,0,123,2,2,0,1389,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,47,0,0
10,0,31,3,0,1,2,1,0,0,1,0,0,0,5,0,0,1,0,0,0,0,0,10,0,0,1
20,0,182,3,1,0,2,1,1,0,1,1,0,0,4,0,0,1,0,0,0,0,37,17,0,0,1
4,0,216,3,1,0,5660,1,0,0,0,0,0,1,4,0,1,1,1,0,0,0,98,10,0,10,1
4,0,151,3,1,0,6519,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,92,30,1
37,0,296,3,0,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,1
10,0,132,3,1,1,4487,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,112,14,59,15,0
30,0,75,3,1,0,2379,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,47,17,158,0,1
6,0,103,3,1,4,2362,1,1,1,0,0,0,2,3,0,0,0,0,0,0,0,21,0,0,37,0
21,0,199,4,1,2,2265,1,0,0,1,0,0,2,8,0,0,0,0,0,0,0,0,0,47,24,0
20,0,165,3,1,0,7437,0,1,1,0,0,0,0,4,0,1,0,0,0,1,0,0,9,69,45,1
22,0,107,3,1,3,1211,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,5,10,0,0,0
28,0,153,4,2,1,162,1,1,0,1,0,0,0,5,0,0,1,0,0,0,0,0,0,125,0,0
17,0,59,2,1,0,2,0,0,0,0,0,0,0,6,0,1,1,0,0,0,0,104,9,86,15,0
5,0,180,3,0,0,3686,1,1,0,0,1,0,2,4,0,1,1,1,0,0,0,0,0,167,0,1
26,0,22,2,2,0,4240,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,7,0,36,1
27,0,104,3,2,0,819,1,1,1,1,1,0,0,10,1,0,0,0,0,0,0,85,0,13,0,1
29,0,178,3,1,1,2424,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,22,44,0,0
28,0,110,2,1,0,3269,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,110,1,0,23,0
16,0,99,3,1,0,6488,1,0,0,0,0,0,0,2,0,0,1,0,1,0,0,90,10,0,0,1
16,0,243,2,2,1,2,1,0,1,1,0,0,2,6,0,0,0,0,1,1,0,18,7,0,6,0
22,0,215,3,1,0,1688,1,0,0,0,0,0,2,6,0,0,0,0,0,1,0,0,0,0,26,0
4,0,251,3,1,0,3068,1,0,0,1,0,0,0,4,0,0,0,0,0,0,0,18,8,0,32,1
22,0,188,2,1,1,3618,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,45,0,6,17,0
26,0,1,2,1,1,1856,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,12,106,39,1
44,0,271,2,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,10,0,134,12,1
13,0,13,2,2,0,2,1,0,0,0,1,0,0,5,0,1,1,0,0,0,0,55,6,0,22,0
32,0,147,4,1,0,2705,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0,23,20,1,0,0
20,0,132,3,2,1,4875,1,0,1,0,0,0,0,9,0,0,1,0,1,0,0,40,14,0,0,1
31,0,57,3,1,0,1678,1,1,0,1,1,0,2,0,0,1,0,0,1,0,0,0,11,175,29,1
21,0,145,3,2,0,909,1,0,0,0,0,0,0,4,0,0,0,0,1,1,0,12,9,0,0,1
15,0,79,2,1,2,4255,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
18,0,68,2,2,0,424,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,69,0,0,0,1
34,0,186,2,2,0,668,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,41,14,1
30,0,37,4,1,1,1054,1,0,1,1,0,0,2,0,0,0,0,0,1,1,0,62,3,0,0,1
15,0,248,4,2,4,2,1,1,0,1,1,0,0,2,0,1,1,1,0,0,0,7,0,0,0,1
22,0,189,2,1,0,2,1,1,1,1,0,0,1,3,0,0,1,0,0,1,0,0,9,60,28,0
30,0,110,3,1,0,1038,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,22,0,135,0,0
23,0,154,2,0,1,2,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,10,143,5,1
31,0,54,3,1,0,2,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,39,0,177,27,0
14,0,63,3,2,2,6605,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,122,0,9,0,0
25,0,301,3,1,0,3841,1,1,0,1,0,0,0,4,0,0,0,0,0,0,0,24,6,81,0,0
29,0,101,2,2,3,2,1,0,0,0,0,0,0,3,0,1,1,0,0,0,0,79,35,0,11,0
32,0,126,4,1,3,6991,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,26,6,108,39,0
25,0,137,3,2,0,2,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,50,8,25,14,1
11,0,266,3,1,0,2074,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,104,0,0,28,1
14,0,208,3,1,0,4212,1,0,1,0,0,0,2,7,0,0,1,0,1,0,0,68,20,155,41,1
31,0,197,3,0,2,903,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,9,0,0,0
20,0,257,3,2,0,2,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,6,20,0,0,1
18,0,182,3,0,2,3626,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,43,0,184,28,1
25,0,120,2,2,0,353,1,1,1,0,0,0,0,4,0,0,1,0,1,0,0,128,0,0,0,1
26,0,162,3,1,0,2,0,0,1,0,0,0,0,5,0,0,1,0,0,0,0,71,0,81,0,1
5,0,145,4,1,0,2,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,31,0,5,0,0
23,0,321,2,1,0,608,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2,23,0,4,0
27,0,162,3,2,0,1038,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
43,0,73,2,0,1,2,0,0,1,1,1,0,0,7,0,1,0,0,0,1,0,10,2,0,26,0
18,0,199,3,1,2,307,1,1,1,1,0,0,0,6,0,0,0,0,0,0,0,20,17,90,25,0
22,0,65,2,2,1,235,1,0,0,1,1,0,0,5,0,1,0,0,0,1,0,137,2,0,0,1
36,0,185,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19,0,1,1
26,0,203,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,56,3,175,0,1
27,0,158,3,1,0,553,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,22,0,18,0
32,0,76,3,1,3,551,1,1,0,0,0,0,0,12,0,0,0,0,0,1,0,12,14,8,26,0
18,0,110,3,1,1,3330,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,123,0,0,13,0
30,0,163,3,0,0,41,1,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,18,0,1
47,0,138,4,1,0,2,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11,0,8,0
41,0,253,3,1,0,1644,1,1,0,1,0,0,0,5,0,1,0,0,0,0,0,19,10,0,0,1
15,0,188,3,1,0,2,1,1,1,1,0,0,0,4,1,0,0,0,1,1,0,93,6,0,0,1
16,0,159,2,1,0,475,1,0,1,0,0,0,0,3,0,1,0,0,0,0,0,101,26,0,8,1
23,0,125,3,2,0,936,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,176,21,1
26,0,217,4,1,1,6252,1,1,0,1,1,0,1,4,0,1,0,0,0,1,0,0,35,19,0,1
21,0,253,3,1,1,2,1,0,1,0,0,0,0,11,0,0,1,0,0,0,0,18,0,0,0,1
8,0,254,4,2,0,83,1,0,0,1,0,0,1,7,0,0,0,0,0,0,0,9,6,201,0,1
32,0,55,3,2,0,2,1,1,1,1,0,0,2,0,0,0,1,0,0,1,0,0,9,10,2,0
19,0,106,2,0,0,927,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,113,0,7,11,0
24,0,1,3,1,0,1616,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,38,10,88,0,1
27,0,304,3,0,1,2997,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0
15,0,45,3,1,1,1313,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,23,62,10,1
23,0,65,3,1,0,1689,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,31,1
30,0,79,3,1,2,1234,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,92,0,133,0,1
33,0,221,3,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,30,0,0,0,0
22,0,204,3,2,0,2,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,13,65,0,0
31,0,167,2,0,1,6118,1,0,0,1,0,0,0,4,0,0,1,0,0,0,0,103,0,31,1,1
27,0,116,2,1,4,53,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
17,0,57,3,0,0,4645,0,1,0,1,0,0,0,11,0,0,1,0,1,0,0,54,22,135,2,0
22,0,146,2,1,0,650,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,18,74,11,1
19,0,214,3,1,1,2,1,1,0,1,0,0,0,11,0,1,0,0,0,0,0,102,3,0,0,1
19,0,214,3,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,63,0,74,4,1
20,0,233,3,1,0,5258,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,67,26,0,9,1
8,0,221,4,0,4,3370,1,1,0,1,0,0,0,4,0,0,0,0,1,0,0,4,2,83,17,1
20,0,1,3,2,0,2592,1,1,1,1,0,0,1,9,0,1,0,0,0,1,0,0,13,160,0,1
18,0,67,2,1,0,3826,1,0,1,1,0,0,0,14,0,0,1,0,0,0,0,0,10,0,17,1
24,0,92,2,0,0,159,1,1,1,1,0,0,0,4,0,0,0,0,0,1,0,61,0,52,0,0
14,0,38,2,0,0,342,1,0,0,1,0,0,0,6,0,1,1,0,0,0,0,53,25,0,19,0
41,0,197,3,2,0,2,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,116,13,0,0,0
39,0,23,3,1,1,2,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,4,0,0,0,1
16,0,74,3,2,1,2,1,0,0,0,0,0,0,17,0,1,0,0,0,1,0,22,0,217,0,1
29,0,137,3,1,3,5418,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0,6,0,0,0
30,0,120,4,3,0,1853,1,1,0,1,0,0,0,5,0,1,0,1,1,0,0,88,12,0,13,0
10,0,230,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21,229,0,1
4,0,254,2,2,0,2,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,60,8,0,15,1
21,0,64,2,1,0,908,1,0,0,1,0,0,0,2,0,1,1,0,0,0,0,24,20,132,0,0
33,0,176,3,0,0,1046,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,17,0,0,1
19,0,264,3,1,0,3475,1,1,0,0,0,0,0,6,0,1,1,0,0,0,0,31,13,0,0,1
18,0,223,3,2,0,2,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,47,0,0,23,0
10,0,71,2,1,3,2,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0
27,0,236,3,2,0,2,1,0,0,0,0,0,1,7,0,0,1,0,0,0,0,12,0,83,22,1
33,0,82,3,1,0,5354,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,50,0,1
6,0,1,2,1,3,5,1,0,0,1,0,0,0,9,0,1,0,0,0,0,0,137,0,43,40,1
23,0,90,2,1,0,3598,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,21,0,0,9,0
27,0,86,2,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,8,138,10,1
21,0,158,3,2,0,2,1,0,0,1,0,0,2,3,0,0,1,0,0,0,0,58,16,3,0,0
30,0,280,3,1,0,2,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,82,15,75,0,1
31,0,183,3,0,0,2,1,1,0,0,1,0,0,3,0,1,0,1,0,0,0,40,0,147,0,1
16,0,197,3,2,0,6461,1,0,0,1,0,0,2,14,0,0,1,0,1,1,0,47,0,0,6,1
15,0,134,3,1,0,2054,1,0,0,0,0,0,0,2,0,1,1,0,0,0,0,13,10,168,0,0
25,0,89,3,1,0,6464,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,91,24,155,8,1
31,0,187,2,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,98,31,0,0,0
27,0,274,3,1,1,1230,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,53,0,64,5,1
30,0,78,3,2,0,848,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,5,0,1
7,0,266,2,2,0,2734,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,64,14,72,27,0
28,0,255,3,1,0,3984,0,1,1,1,0,0,1,1,0,1,1,0,0,1,0,46,5,82,0,0
17,0,174,3,2,1,2,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,133,6,0
10,0,367,3,2,1,850,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,132,0,1
18,0,252,3,0,3,2,1,0,1,1,0,0,1,8,0,0,0,0,0,0,0,8,11,41,0,1
30,0,22,2,0,0,3735,1,0,1,1,1,0,2,0,0,0,1,0,0,1,0,0,20,0,19,0
30,0,57,3,1,2,7088,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,109,0,0,40,1
24,0,115,3,0,0,5630,0,0,0,1,0,0,2,7,0,0,1,0,1,0,0,99,0,2,21,1
9,0,223,3,1,3,1994,1,1,0,1,0,0,2,5,0,0,0,0,0,0,0,5,35,24,0,0
38,0,152,3,1,0,1732,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,24,10,67,16,0
32,0,235,3,2,0,2,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,9,0,0,1
46,0,59,3,0,2,2,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,134,0,0,31,0
16,0,174,3,1,1,2,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,47,0,190,0,1
40,0,194,3,1,0,2,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,12,100,0,0
14,0,203,2,2,0,2,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,25,53,24,0
14,0,101,2,1,1,2,1,0,0,1,0,0,0,10,0,0,1,0,1,0,0,42,13,0,21,0
4,0,1,3,2,0,2,1,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,10,0,13,1
6,0,153,3,2,0,1930,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31,23,1
19,0,147,2,1,0,1068,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,110,6,42,0,0
33,0,219,3,1,0,2,1,0,0,1,0,0,1,6,0,0,0,0,0,1,0,152,26,0,7,1
16,0,182,3,2,0,2545,1,0,0,1,0,0,0,5,0,0,0,1,1,0,0,91,2,191,0,1
40,0,154,3,2,0,1766,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,36,6,115,29,1
24,0,1,3,2,0,579,1,0,1,1,0,0,2,0,0,0,0,0,0,1,0,31,10,0,0,0
25,0,51,3,1,1,1278,1,1,0,0,0,0,0,7,0,0,0,0,0,0,0,31,19,58,1,0
40,0,76,4,1,0,2,1,0,0,1,0,1,0,4,0,0,0,0,0,0,0,51,7,0,20,0
39,0,119,3,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,120,0,50,27,0
6,0,49,4,1,0,3397,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,12,84,29,1
14,0,128,3,1,2,2274,1,1,0,1,0,0,0,7,0,1,0,1,0,0,0,13,27,256,23,0
23,0,254,2,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,43,5,0,17,1
14,0,167,2,1,0,6819,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,19,66,0,1
19,0,302,2,1,0,1957,1,1,0,1,0,0,1,3,0,0,1,0,0,0,0,74,0,204,7,1
19,0,124,4,1,1,62,1,0,0,1,0,0,2,4,0,0,1,0,0,0,0,0,19,0,0,0
21,0,195,3,1,1,2,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,4,82,0,1
23,0,99,2,2,0,97,1,0,0,1,0,0,1,2,0,0,1,0,0,0,0,147,8,30,0,0
22,0,41,2,1,0,2420,1,1,0,0,0,0,0,12,0,0,1,0,0,0,0,85,15,81,0,1
26,0,144,3,2,2,2,1,1,0,0,0,0,0,4,0,1,1,0,0,0,0,0,8,0,0,1
15,0,122,4,1,1,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,30,0,132,0,1
9,0,144,3,1,1,513,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,17,175,2,0
9,0,194,3,1,1,1388,1,1,0,0,0,0,0,8,0,1,0,0,0,1,0,66,18,0,0,0
38,0,158,3,2,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14,0,2,0
33,0,143,3,1,0,388,1,0,1,1,0,0,1,2,0,1,0,0,0,0,0,56,4,161,32,1
17,0,135,3,1,0,2978,1,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,143,0,1
19,0,201,2,3,0,1772,1,1,1,1,1,0,1,4,0,0,0,0,0,1,0,0,2,0,0,1
29,0,36,2,1,2,7098,0,0,0,0,0,0,0,15,0,0,0,0,0,1,0,0,0,27,0,0
25,0,189,2,1,0,1397,1,0,1,0,0,0,0,12,0,1,0,0,0,0,0,80,7,110,0,1
43,0,134,2,1,0,4160,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,34,44,67,9,0
